Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Armazén De Minas,RESTAURANT,Lanches,6.36,0,0,false,false,false,false,10, 36.119.435/0001-05,BARRA MANSA,992162799,27323370,Ano Bom,Rua Joaquim De Oliveira Machado,87,-22.540227,-44.167929,13:00:00 - 23:00:00,13:00:00 - 23:00:00,19:30:00 - 23:00:00,19:30:00 - 23:00:00,19:30:00 - 23:00:00,12:30:00 - 23:59:00,01:30:00 - 22:00:00
Espetinhos Da Siderlandia,RESTAURANT,Comida Brasileira,2.11,0,0,false,true,false,false,0, 38.066.837/0001-06,VOLTA REDONDA,992335057,27273400,Siderlandia,R Vassouras,77,-22.516415,-44.133443,11:00:00 - 15:00:00,18:00:00 - 23:00:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,11:00:00 - 23:45:00,18:00:00 - 23:00:00
L.a Massas Artesanais,RESTAURANT,Comida Italiana,6.75,0,0,true,true,false,true,20, 36.109.435/0001-16,BARRA MANSA,40032665,27330330,Centro,Travessa Isaías,63,-22.549072,-44.162357,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,14:00:00 - 22:00:00,18:00:00 - 23:00:00
Bora Rangar,RESTAURANT,Comida Brasileira,1.42,0,0,true,true,false,true,20, 46.214.958/0001-86,VOLTA REDONDA,40032665,27274040,Belmonte,Rua Grande Oriente,614,-22.510442,-44.131264,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,09:00:00 - 23:00:00,10:00:00 - 23:00:00,09:00:00 - 23:00:00
Hulkitos Sabores,RESTAURANT,Lanches,6.76,0,0,false,true,false,false,10, 33.991.941/0001-93,VOLTA REDONDA,999406837,27286210,São Luís,Rua Dom Antônio Cabral,3,-22.475971,-44.063814,19:00:00 - 23:59:00,19:00:00 - 23:59:00,,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00
Resenha's Burguer,RESTAURANT,Lanches,2.6,0,0,false,true,false,false,20, 46.141.569/0001-78,VOLTA REDONDA,992505929,27273240,Padre Josino,Rua A,4,-22.518185,-44.109585,,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00
Sobremesas Do Méqui (Vre),RESTAURANT,Sorvetes,2.66,5,5,true,true,false,true,20, 02.922.293/0002-70,VOLTA REDONDA,40030053,27260015,Vila Santa Cecilia,Rua 14,500,-22.517952,-44.108398,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
Chickens Do Méqui (Vre),RESTAURANT,Frangos,2.66,3,1,true,true,false,true,20, 02.922.293/0002-70,VOLTA REDONDA,40030053,27260015,Vila Santa Cecilia,Rua 14,500,-22.517952,-44.108398,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00
Karamello,RESTAURANT,Doces & Bolos,3.62,0,0,true,true,false,true,10, 44.768.464/0001-18,VOLTA REDONDA,40032665,27261200,Vila Santa Cecília,Rua 93-a,196,-22.527233,-44.106433,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00
Tarbush Choperia,RESTAURANT,Comida Árabe,3.5,0,0,true,true,false,true,20, 39.550.397/0001-20,VOLTA REDONDA,992241593,27213200,Aterrado,Avenida Dezessete De Julho,499,-22.503575,-44.090857,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,,
Nature Fit Congelados,RESTAURANT,Cozinha Rápida,3.86,5,1,false,false,false,false,15, 26.991.411/0001-80,VOLTA REDONDA,30712719,27253310,Sao Joao,Praça Marechal Rondon,0,-22.517983,-44.092988,10:15:00 - 17:30:00,10:15:00 - 17:00:00,10:15:00 - 16:00:00,10:15:00 - 18:15:00,10:15:00 - 15:30:00,10:15:00 - 15:15:00,
Sorveteria E Açaiteria Ss,RESTAURANT,Doces & Bolos,3.61,5,2,true,false,false,true,10, 33.595.381/0001-58,VOLTA REDONDA,40030053,27264825,Minerlandia,Rua São João Del Rei,244,-22.531658,-44.121198,14:00:00 - 20:00:00,,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00
Açaí Da Principal,RESTAURANT,Açaí,7.6,4.9,12,true,false,true,true,10, 35.376.082/0001-58,VOLTA REDONDA,40030053,27259000,Jardim Vila Rica - Tiradentes,Avenida Santa Edwirges,175,-22.545193,-44.069727,13:30:00 - 20:00:00,13:30:00 - 20:00:00,13:30:00 - 20:00:00,13:30:00 - 20:00:00,13:30:00 - 20:00:00,,13:30:00 - 20:00:00
To Chegando,RESTAURANT,Comida Brasileira,1.93,4.9,120,false,false,false,false,16, 19.171.880/0001-97,VOLTA REDONDA,998166894,27281830,Bom Jesus,Rua Cabo Verde,85,-22.496628,-44.106038,10:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,10:45:00 - 14:00:00,10:45:00 - 14:15:00,10:45:00 - 14:15:00
Incrível Sabor,RESTAURANT,Lanches,1,4.9,111,false,false,false,false,17, 40.751.113/0001-43,VOLTA REDONDA,998706121,27276650,Retiro,Praça Cafezal,83,-22.5024,-44.133716,17:45:00 - 23:15:00,11:15:00 - 14:30:00,17:45:00 - 23:15:00,17:45:00 - 23:15:00,17:45:00 - 23:45:00,17:45:00 - 23:45:00,17:45:00 - 23:45:00
Predileto Delivery,RESTAURANT,Comida Brasileira,3.36,4.8,6,false,false,false,false,11, 22.519.586/0001-38,VOLTA REDONDA,33364312,27285220,São João Batista,"Rua Padre Diogo Feijó,",73,-22.490286,-44.093417,,12:00:00 - 19:00:00,12:00:00 - 19:00:00,12:00:00 - 19:00:00,12:00:00 - 19:00:00,12:00:00 - 19:00:00,12:00:00 - 17:00:00
Green Station Volta Redonda,RESTAURANT,Comida Saudável,3.05,4.8,99,false,false,false,false,20, 31.290.674/0001-00,VOLTA REDONDA,981588336,27261310,Vila Santa Cecília,Rua Trinta E Três,98,-22.519054,-44.104019,11:00:00 - 20:30:00,11:00:00 - 20:30:00,00:00:00 - 00:15:00,11:00:00 - 20:30:00,11:00:00 - 20:30:00,11:00:00 - 15:00:00,
Sodiê Doces - Volta Redonda Sta Cecíclia,RESTAURANT,Doces & Bolos,3.31,4.7,55,true,false,false,true,10, 19.936.051/0002-39,VOLTA REDONDA,32114314,27261310,Vila Santa Cecília,Rua Trinta E Três,121,-22.521352,-44.102862,10:30:00 - 18:15:00,10:30:00 - 18:15:00,10:30:00 - 18:15:00,10:30:00 - 18:15:00,10:30:00 - 18:15:00,10:30:00 - 17:00:00,
Nature Fit,RESTAURANT,Congelados Fit,3.86,4.7,17,false,false,false,false,15, 26.256.995/0001-40,VOLTA REDONDA,992486770,27253320,São João,Praça Marechal Rondon,185,-22.517995,-44.093006,10:15:00 - 18:15:00,10:15:00 - 17:00:00,10:15:00 - 17:00:00,10:15:00 - 17:30:00,10:15:00 - 16:00:00,10:15:00 - 15:45:00,
Tempero Cheff,RESTAURANT,Comida Brasileira,7.17,4.5,118,false,false,false,false,8, 27.564.039/0001-98,VOLTA REDONDA,30264040,27258260,Cidade Nova,Rua Gercio Bernardo Nunes,28,-22.535413,-44.066787,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,
Bom Apetite Restaurante,RESTAURANT,Comida Brasileira,3.15,4.5,41,false,false,false,false,18, 43.193.733/0001-00,VOLTA REDONDA,992125439,27267150,Duzentos E Quarenta E Nove,Avenida Manchester,1124,-22.526916,-44.131858,,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Doce Bru Confeitaria Artesanal,RESTAURANT,Doces & Bolos,6.04,4.4,9,false,false,false,false,10, 30.235.968/0001-68,BARRA MANSA,981752270,27323450,Ano Bom,Rua Orlando Brandão,623,-22.539234,-44.164579,21:00:00 - 22:00:00,20:30:00 - 22:00:00,20:30:00 - 22:00:00,08:00:00 - 08:15:00,08:00:00 - 08:15:00,08:00:00 - 08:30:00,08:15:00 - 08:30:00
Mix Grill Aterrado,RESTAURANT,Comida Brasileira,3.7,4.3,7,false,false,false,false,19, 00.918.819/0004-85,VOLTA REDONDA,998763516,27253450,Centro,Rua Major Aguiar,94,-22.51248,-44.091525,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00,11:00:00 - 14:45:00
Patroni - Shopping Park Sul,RESTAURANT,Pizza,5.43,4.1,25,true,false,false,true,20, 39.645.441/0001-86,VOLTA REDONDA,981033014,27253005,São Geraldo,Rod. Dos Metalúrgicos,1189,-22.522406,-44.078054,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00
Mix Grill Centro,RESTAURANT,Comida Brasileira,3.7,4,13,false,false,false,false,15, 00.918.819/0001-32,VOLTA REDONDA,998763516,27253240,Sao Joao,R Major Aguiar,90,-22.512444,-44.091533,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00
Atelie Dos Doces,RESTAURANT,Doces & Bolos,4.64,5,3,true,true,false,true,10, 37.439.764/0001-98,BARRA MANSA,40032665,27333290,Mangueira,Rua Jacy Domingueti,56,-22.541123,-44.125062,,,10:45:00 - 20:00:00,10:45:00 - 20:00:00,10:45:00 - 20:00:00,10:45:00 - 18:00:00,
Damari Doceria Presentes,RESTAURANT,Presentes,3.58,0,0,true,true,false,true,20, 35.193.969/0001-00,VOLTA REDONDA,999825256,27213230,Aterrado,Rua José Augusto De Araújo,285,-22.509576,-44.091624,,,11:00:00 - 21:00:00,13:00:00 - 21:00:00,09:30:00 - 21:00:00,10:00:00 - 21:00:00,11:00:00 - 14:00:00
Casa Do Assado,RESTAURANT,Carnes,6.05,3.8,96,false,false,false,false,9, 37.777.416/0001-20,VOLTA REDONDA,997049557,27286440,São Luís,Avenida Francisco Chrisostomos Torres,1090,-22.477168,-44.070821,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00
Fabrica Dy Delicias,RESTAURANT,Comida Brasileira,4.72,3.5,33,false,false,false,false,29, 35.243.822/0001-88,VOLTA REDONDA,988153349,27212280,Vila Americana,Rua Argentina,456,-22.507146,-44.079498,10:00:00 - 15:00:00,10:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 23:00:00,11:00:00 - 15:00:00,10:00:00 - 18:00:00,10:00:00 - 16:00:00
Casa Do Frango Assado,RESTAURANT,Carnes,6.05,2.1,26,false,false,false,false,10, 40.620.485/0001-30,VOLTA REDONDA,40032665,27286440,São Luís,Avenida Francisco Chrisostomos Torres,1088,-22.477125,-44.070822,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00
Academia Do Salgado,RESTAURANT,Comida Brasileira,1.95,0,0,false,false,false,false,10, 27.414.928/0001-79,VOLTA REDONDA,998510252,27281470,Vila Mury,Avenida Pará,375,-22.500161,-44.105681,,18:30:00 - 23:00:00,18:30:00 - 23:15:00,18:30:00 - 23:15:00,18:30:00 - 23:15:00,18:30:00 - 23:15:00,18:30:00 - 23:30:00
Restaurante Dona Benta,RESTAURANT,Comida Brasileira,1.68,0,0,false,false,false,false,0, 19.437.010/0001-17,VOLTA REDONDA,33388941,27281370,Retiro,Rua Sagres,46,-22.498807,-44.108259,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:15:00,10:15:00 - 14:15:00,11:00:00 - 14:15:00,11:00:00 - 14:00:00
Mag's Low Carb Marmitinhas,RESTAURANT,Marmita,5.08,0,0,true,false,false,true,10, 11.927.037/0001-86,VOLTA REDONDA,40030053,27250400,Jardim Amalia,Rua Fernao De Magalhaes,22,-22.506251,-44.075795,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,
Palhas Da Nani,RESTAURANT,Doces & Bolos,2.04,0,0,true,false,false,true,10, 34.965.577/0001-50,VOLTA REDONDA,999545022,27281830,Vila Mury,Avenida Treze De Maio,85,-22.495995,-44.105067,15:00:00 - 18:00:00,10:00:00 - 20:00:00,11:00:00 - 21:00:00,11:00:00 - 21:00:00,11:00:00 - 21:00:00,11:00:00 - 21:00:00,11:30:00 - 20:00:00
Jp'g Delivery Barra Mansa,RESTAURANT,Lanches,6.54,0,0,false,false,false,false,0, 14.829.382/0001-75,BARRA MANSA,988353432,27323240,Ano Bom,Avenida Tenente José Eduardo,20,-22.54102,-44.169509,,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,,
Sushival Delivery,RESTAURANT,Comida Japonesa,2.75,5,2,false,false,false,false,30, 18.878.484/0001-31,VOLTA REDONDA,21330997,27276300,Vila Santa Cecília,Rua 14,350,-22.517726,-44.106752,18:00:00 - 22:00:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 23:00:00,
Toque De Chefe,RESTAURANT,Lanches,1.47,5,2,false,false,false,false,16, 23.551.566/0001-07,VOLTA REDONDA,999399332,27279071,Belo Horizonte,Loja,857,-22.493288,-44.111775,,09:00:00 - 15:00:00,18:00:00 - 23:00:00,08:30:00 - 17:45:00,09:00:00 - 17:45:00,09:00:00 - 17:00:00,09:00:00 - 15:00:00
Bar Do Maluco,RESTAURANT,Comida Brasileira,4.32,5,2,true,false,false,true,20, 32.754.359/0001-40,VOLTA REDONDA,40030053,27253550,São Geraldo,R General Andrade Neves,341,-22.515329,-44.086375,11:30:00 - 23:59:00,11:15:00 - 23:59:00,11:00:00 - 15:00:00,11:00:00 - 14:00:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00
Bilu Pastel,RESTAURANT,Pastel,5.79,5,2,true,false,false,true,20, 12.882.904/0001-77,VOLTA REDONDA,40030053,27210250,Santo Agostinho,Rua Mil E Dezenove,27,-22.487271,-44.069805,13:00:00 - 22:30:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,10:15:00 - 22:00:00,13:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00
Nutty Bavarian - Park Sul,RESTAURANT,Doces & Bolos,5.43,5,7,true,false,false,true,10, 32.206.249/0001-44,VOLTA REDONDA,981447333,27253005,São Geraldo,Rodovia Dos Metalúrgicos,1189,-22.522406,-44.078054,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,12:00:00 - 20:00:00
Point Dos Amigos,RESTAURANT,Lanches,1.28,5,11,false,false,false,false,10, 15.128.362/0001-30,VOLTA REDONDA,988014292,27274180,Belmonte,Avenida Itaqui,459,-22.50516,-44.135248,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Ciganinha Lanches,RESTAURANT,Hambúrguer,4.99,5,3,false,false,false,false,20, 26.918.874/0001-16,VOLTA REDONDA,33488367,27251025,Jardim Amália,Rua Cristóvão Colombo,359,-22.508605,-44.077193,,,19:15:00 - 23:00:00,19:15:00 - 23:00:00,19:15:00 - 23:00:00,19:15:00 - 23:00:00,19:15:00 - 23:00:00
Acarioca Sorvetes,RESTAURANT,Sorvetes,5.69,5,4,false,false,false,false,30, 23.850.081/0001-14,VOLTA REDONDA,992196032,27250030,ÁGua Limpa,Rua Jasmim,142,-22.505944,-44.069739,01:00:00 - 02:00:00,,,,,04:00:00 - 04:15:00,
Dolce Churros Cafée,RESTAURANT,Doces & Bolos,6.67,5,7,true,false,false,true,10, 27.153.704/0001-50,VOLTA REDONDA,40030053,27258030,Jardim Belvedere,Avenida Cristóvão Moreira Da Silva,537,-22.530892,-44.069455,,,,,15:00:00 - 22:00:00,15:00:00 - 22:00:00,15:00:00 - 22:00:00
Mercadão Do Sorvete Boa Vista,RESTAURANT,Sorvetes,5.49,5,1,true,false,false,true,20, 01.002.664/0001-52,BARRA MANSA,33500529,27336620,Boa Vista,Rua João Xavier Itaboraí,140,-22.54868,-44.120592,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00
Doce Sabor Gourmet,RESTAURANT,Doces & Bolos,4.35,5,1,true,false,false,true,10, 20.463.401/0001-95,VOLTA REDONDA,30251124,27291291,Santo Agostinho,Rua Hebert Viana,54,-22.48597,-44.08484,,13:30:00 - 18:00:00,13:30:00 - 18:00:00,12:00:00 - 18:00:00,13:45:00 - 18:00:00,13:30:00 - 18:00:00,13:30:00 - 18:00:00
O Melhor Da América - Caldos E Cia,RESTAURANT,Comida Brasileira,4.34,5,2,false,false,false,false,13, 33.606.927/0001-29,VOLTA REDONDA,999338421,27253180,Monte Castelo,Rua Trezentos E Trinta,189,-22.522433,-44.090581,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,11:00:00 - 14:00:00
Jungle Burger,RESTAURANT,Lanches,0.46,5,2,false,false,false,false,20, 36.350.309/0001-59,VOLTA REDONDA,999324640,27275690,Retiro,Rua Danilo,18,-22.49934,-44.120081,,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 22:30:00
Fini - Sider Shopping,RESTAURANT,Doces & Bolos,2.67,5,3,true,false,false,true,20, 35.605.449/0001-68,VOLTA REDONDA,999944318,27260315,Vila Santa Cecilia,Vila Santa Cecilia,300,-22.51676,-44.1068,11:00:00 - 20:30:00,11:00:00 - 20:30:00,11:00:00 - 20:30:00,11:00:00 - 20:30:00,11:00:00 - 20:30:00,11:00:00 - 20:30:00,14:00:00 - 19:30:00
Sabor Do Verão Conforto,RESTAURANT,Sorvetes,2.55,5,10,true,false,true,true,20, 12.482.593/0001-59,VOLTA REDONDA,40032665,27262120,Conforto,Rua 4-c,119,-22.520378,-44.114716,10:15:00 - 18:15:00,10:15:00 - 18:15:00,10:15:00 - 18:15:00,10:15:00 - 18:15:00,10:15:00 - 18:15:00,10:15:00 - 18:15:00,10:15:00 - 16:15:00
Butique Das Flores,RESTAURANT,Cafeteria,3.75,5,6,true,false,false,true,10, 24.089.413/0001-52,VOLTA REDONDA,40032665,27253360,Centro,Rua São João,257,-22.514741,-44.092132,09:00:00 - 18:00:00,09:00:00 - 18:15:00,09:00:00 - 18:30:00,09:00:00 - 18:30:00,09:00:00 - 18:30:00,09:00:00 - 12:00:00,
Sabor Do Verão & Açaíteria Barra Mansa,RESTAURANT,Sorvetes,6.43,5,17,true,false,false,true,10, 13.916.039/0002-86,BARRA MANSA,40030053,27323000,Ano Bom,Rua Abdo Felipe,185,-22.539473,-44.169711,10:30:00 - 18:00:00,10:30:00 - 18:00:00,10:30:00 - 18:00:00,10:30:00 - 18:00:00,10:30:00 - 18:00:00,10:30:00 - 18:00:00,
Adesso Pizzaria,RESTAURANT,Pizza,0.71,5,2,false,false,false,false,25, 31.856.114/0001-61,VOLTA REDONDA,998427903,27275570,Retiro,Avenida Jaraguá,370,-22.505515,-44.122976,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,00:00:00 - 03:00:00,19:00:00 - 23:59:00
Churrasquinho Da 60,RESTAURANT,Carnes,4.23,5,6,true,false,false,true,10, 29.873.348/0001-75,VOLTA REDONDA,40032665,27255600,Sessenta,Rua Trezentos E Vinte E Oito,0,-22.523799,-44.09309,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,,
Churros Doces E Desejos,RESTAURANT,Doces & Bolos,3.84,5,14,false,false,true,false,10, 37.284.200/0001-23,VOLTA REDONDA,998846517,27203010,Aterrado,Rua Juiz Almir Garcia Duarte,60,-22.508053,-44.088519,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,,
Chocolates Brasil Cacau - Amaral Peixoto,RESTAURANT,Doces & Bolos,3.65,5,4,true,false,false,true,0, 20.209.267/0001-09,VOLTA REDONDA,40030053,27253222,Centro,Avenida Amaral Peixoto,323,-22.512845,-44.092266,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 13:00:00,09:00:00 - 15:00:00
Coffee House,RESTAURANT,Lanches,0.99,5,15,true,false,false,true,10, 37.615.669/0001-06,VOLTA REDONDA,33506822,27275600,Vila Mury,Avenida Almirante Adalberto De Barros Nunes,3060,-22.50554,-44.117733,11:30:00 - 13:30:00,11:30:00 - 13:30:00,11:30:00 - 13:30:00,11:30:00 - 13:30:00,11:30:00 - 13:30:00,,
La Rose Saladas & Comida Saudável,RESTAURANT,Comida Saudável,6.39,5,1,false,false,false,false,12, 37.614.451/0001-29,VOLTA REDONDA,981035151,27250250,ÁGua Limpa,Avenida Visconde Do Rio Branco,520,-22.503977,-44.062672,,,,,,,
T & G Master Burguer,RESTAURANT,Lanches,3.23,5,6,false,false,false,false,25, 38.383.652/0001-25,VOLTA REDONDA,32123357,27215630,Aterrado,Avenida Lucas Evangelista De Oliveira Franco,660,-22.504992,-44.093821,,,,,,18:00:00 - 21:00:00,18:00:00 - 22:00:00
Garota Do Açaí,RESTAURANT,Açaí,1.87,5,9,false,false,false,false,10, 39.894.877/0001-09,VOLTA REDONDA,981120220,27281100,Bom Jesus,Rua Goa,15,-22.497074,-44.106568,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,00:15:00 - 23:59:00,00:00:00 - 23:59:00,09:00:00 - 23:59:00
Buono Gelateria Artesanal,RESTAURANT,Sorvetes,3.4,5,11,true,false,false,true,20, 31.308.126/0001-51,VOLTA REDONDA,40032665,27213270,Aterrado,Avenida Paulo De Frontin,724,-22.505992,-44.092331,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:15:00 - 17:30:00,12:15:00 - 15:30:00
Cantina Da Vila,RESTAURANT,Lanches,2.69,5,2,true,false,false,true,20, 39.967.577/0001-02,VOLTA REDONDA,40032665,27260140,Vila Santa Cecília,Rua General Oswaldo Pinto Da Veiga,350,-22.517802,-44.107768,,,,,,11:00:00 - 12:00:00,
Lá Massa De Pastel,RESTAURANT,Pastel,2.63,5,1,false,false,false,false,15, 40.483.155/0001-40,VOLTA REDONDA,999080562,27273230,Siderlândia,Rua Doze,97,-22.520822,-44.135277,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00,00:00:00 - 00:30:00
Toca Da Morena,RESTAURANT,Comida Brasileira,4.43,5,1,false,false,false,false,10, 39.579.079/0001-92,VOLTA REDONDA,33479882,27211120,Santo Agostinho,Rua Motorista José De Araújo,529,-22.488298,-44.083199,,,,,11:00:00 - 15:00:00,11:00:00 - 14:30:00,11:00:00 - 15:00:00
Mr Salgados,RESTAURANT,Salgados,1.8,5,2,false,false,false,false,10, 40.510.003/0001-90,VOLTA REDONDA,999617044,27280000,Vila Brasília,Avenida Nova Brasília,200,-22.490754,-44.109695,16:00:00 - 22:00:00,16:00:00 - 22:00:00,16:00:00 - 22:00:00,16:00:00 - 22:00:00,16:00:00 - 22:00:00,16:00:00 - 22:00:00,
Kiburger Express,RESTAURANT,Lanches,4.2,5,1,false,false,false,false,25, 33.954.958/0001-70,VOLTA REDONDA,999594771,27255560,Monte Castelo,Rua Trezentos E Trinta E Quatro,44,-22.521724,-44.091694,10:00:00 - 23:59:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,10:00:00 - 23:59:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00
3 E Doceria,RESTAURANT,Doces & Bolos,5.32,5,11,true,false,false,true,10, 41.531.093/0001-68,VOLTA REDONDA,40032665,27210120,Santo Agostinho,Rua Manaus,97,-22.489026,-44.07406,,,,,,,
Açai Purple House,RESTAURANT,Açaí,5.7,5,3,true,false,false,true,10, 41.805.462/0001-63,VOLTA REDONDA,40032665,27250150,ÁGua Limpa,Rua Rio Negro,78,-22.505554,-44.069596,13:30:00 - 17:30:00,14:15:00 - 19:30:00,13:15:00 - 18:15:00,14:15:00 - 20:30:00,13:15:00 - 18:15:00,13:45:00 - 19:00:00,
Spack Hamburgueria\sorveteria,RESTAURANT,Açaí,5.81,5,2,true,false,false,true,10, 40.382.758/0001-56,VOLTA REDONDA,40032665,27250150,ÁGua Limpa,Rua Rio Negro,242,-22.506774,-44.068725,18:45:00 - 22:45:00,18:45:00 - 22:45:00,,,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00
Oggi Sorvetes - Barra Mansa,RESTAURANT,Sorvetes,6.44,5,22,true,false,false,true,10, 41.736.628/0001-37,BARRA MANSA,993052160,27323630,Ano Bom,Rua Dr Jose Maria De Melo Costa,15,-22.540752,-44.1684,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 19:00:00,10:00:00 - 17:00:00
Brigadeiro Rosa,RESTAURANT,Doces & Bolos,2.9,5,1,true,false,false,true,10, 42.375.026/0001-64,VOLTA REDONDA,981292056,27273510,Siderlândia,Rua Cabo Frio,139,-22.522806,-44.136881,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00,15:00:00 - 23:00:00
