Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Bacião Pizzaria,RESTAURANT,Pizza,3.97,4.8,23,false,false,false,false,15,12530114000122,VOLTA REDONDA,33422761,27256050,Sessenta,Rua Cinquenta E Um,22,-22.524607,-44.097258,10:15:00 - 23:30:00,10:15:00 - 23:30:00,10:15:00 - 23:30:00,10:15:00 - 23:30:00,10:15:00 - 23:30:00,10:15:00 - 23:30:00,17:45:00 - 23:30:00
Dedo De Prosa,RESTAURANT,Cafeteria,2.83,4.7,23,true,false,false,true,20,27047115000198,VOLTA REDONDA,999537732,27260130,Vila Santa Cecilia,Rua 23-b Loja,49,-22.518444,-44.106406,09:00:00 - 19:30:00,09:00:00 - 19:30:00,09:00:00 - 19:30:00,09:00:00 - 19:30:00,09:00:00 - 19:30:00,09:30:00 - 12:30:00,
Taconfome,RESTAURANT,Açaí,4.42,4.9,28,false,false,false,false,20,12108026000137,VOLTA REDONDA,30251811,27251430,Jardim Amalia,R Vicentina Goulart,166,-22.51177,-44.083788,14:00:00 - 22:00:00,,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:30:00 - 22:00:00,14:00:00 - 22:00:00
Trajano Steaks - O Melhor Da Cidade,RESTAURANT,Carnes,3.27,4.5,29,false,false,false,false,15,23701438000100,VOLTA REDONDA,33462003,27215270,Aterrado,Rua Embaixador Assis Chateaubriand,49,-22.507187,-44.093965,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00
Amore Maria,RESTAURANT,Salgados,3.38,4.5,44,false,false,false,false,15,36518732000115,VOLTA REDONDA,999074201,27213270,Aterrado,Avenida Paulo De Frontin,544,-22.507302,-44.092904,10:30:00 - 22:00:00,10:30:00 - 22:00:00,10:30:00 - 22:00:00,10:30:00 - 22:00:00,10:30:00 - 22:00:00,10:30:00 - 22:00:00,17:30:00 - 22:00:00
Açaí Supremo,RESTAURANT,Açaí,4.42,4.8,33,false,false,false,false,20,12108026000137,VOLTA REDONDA,30251811,27251430,Jardim Amalia,R Vicentina Goulart,263,-22.511517,-44.083756,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:30:00 - 22:00:00,14:00:00 - 22:00:00
O Burguês - Burger Volta Redonda,RESTAURANT,Lanches,3.46,4.8,222,false,false,false,false,30,45901145000100,VOLTA REDONDA,32121265,27213200,Aterrado,Av. Dezessete De Julho,82,-22.507226,-44.092115,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00
Só Delicias,RESTAURANT,Doces & Bolos,3.16,4.4,47,false,false,false,false,19,28580494000140,VOLTA REDONDA,992375854,27260010,Vila Santa Cecília,Rua Alberto Pasqualine,90,-22.520229,-44.103724,10:30:00 - 20:15:00,10:00:00 - 20:00:00,09:30:00 - 20:00:00,09:45:00 - 20:00:00,10:00:00 - 20:00:00,10:00:00 - 20:00:00,10:00:00 - 20:00:00
Burguer Fast,RESTAURANT,Lanches,2.31,4.6,88,false,false,false,false,15,39524528000103,VOLTA REDONDA,998437157,27281040,Vila Mury,Rua Madame Cúrie,117,-22.501674,-44.102275,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00
Buono Gelateria Artesanal,RESTAURANT,Sorvetes,3.4,5.0,8,true,false,false,true,20,31308126000151,VOLTA REDONDA,40032665,27213270,Aterrado,Avenida Paulo De Frontin,724,-22.505992,-44.092331,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:15:00 - 17:30:00,12:15:00 - 15:30:00
Bom Apetite Restaurante,RESTAURANT,Comida Brasileira,3.15,4.7,26,false,false,false,false,18,43193733000100,VOLTA REDONDA,992125439,27267150,Duzentos E Quarenta E Nove,Avenida Manchester,1124,-22.526916,-44.131858,,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Steak Grill,RESTAURANT,Comida Brasileira,4.12,4.6,34,false,false,false,false,0,31867951000196,VOLTA REDONDA,999436816,27256711,Sessenta,Rua Sessenta,1170,-22.524034,-44.09468,,09:00:00 - 15:00:00,09:00:00 - 15:00:00,09:00:00 - 15:00:00,09:00:00 - 15:00:00,09:00:00 - 15:00:00,09:00:00 - 15:00:00
Ice Cube Mall,RESTAURANT,Lanches,5.28,4.7,75,true,false,false,true,20,43850316000185,VOLTA REDONDA,998832269,27251177,Jardim Amália,Rua M,232,-22.511828,-44.075059,,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00
Trajano Fit & Food,RESTAURANT,Comida Saudável,3.24,4.3,37,false,false,false,false,15,23701438000100,VOLTA REDONDA,33462003,27215270,Aterrado,Rua Embaixador Assis Chateaubriand,49,-22.507184,-44.094288,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00,10:30:00 - 14:45:00
Cheirin Bão Vr,RESTAURANT,Cafeteria,2.86,4.9,24,true,false,true,true,20,36582970000190,VOLTA REDONDA,40032665,27260110,Vila Santa Cecília,Rua Dezesseis,69,-22.518235,-44.105779,09:00:00 - 19:45:00,09:00:00 - 19:45:00,09:00:00 - 19:45:00,09:00:00 - 19:45:00,09:00:00 - 19:45:00,09:00:00 - 18:30:00,
Mineiro's Restaurante Chopp E Bar,RESTAURANT,Comida Brasileira,5.03,4.8,24,false,false,false,false,30,03101988000173,VOLTA REDONDA,33361404,27250405,Jardim Amália,Rua Vasco Da Gama,41,-22.506274,-44.076325,,10:30:00 - 23:00:00,10:30:00 - 23:00:00,10:30:00 - 23:00:00,10:30:00 - 23:00:00,10:30:00 - 23:00:00,10:30:00 - 15:00:00
O Sabor Delas,RESTAURANT,Comida Brasileira,2.66,5.0,43,true,false,false,true,20,33041212000176,VOLTA REDONDA,40032665,27273280,Siderlândia,Avenida Presidente Kennedy,5883,-22.520775,-44.135987,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 23:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00
Alianca Volta Redonda,RESTAURANT,Conveniência,2.6,5.0,16,true,false,false,true,20,14498731000113,VOLTA REDONDA,40032665,27260050,Vila Santa Cecília,Rua Vinte E Três,8,-22.517383,-44.108504,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00
Mercadão Do Sorvete Retiro,RESTAURANT,Sorvetes,1.37,4.8,10,true,false,false,true,20,31732847000194,VOLTA REDONDA,33500529,27281421,Retiro,Avenida Sávio Cota De Almeida Gama,2395,-22.500937,-44.111389,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00,11:00:00 - 18:30:00
Ricardo Buffet Delivery - Santo Agostinho,RESTAURANT,Salgados,4.97,4.2,50,false,false,false,false,15,45593347000123,VOLTA REDONDA,999230203,27211790,Santo Agostinho,Rua Dom João Vi,57,-22.490307,-44.077274,14:15:00 - 22:00:00,14:15:00 - 22:00:00,14:15:00 - 22:00:00,14:15:00 - 22:00:00,14:15:00 - 22:00:00,14:15:00 - 22:00:00,16:00:00 - 22:00:00
Melt's Burger Hamburgueria Gourmet,RESTAURANT,Lanches,4.17,4.7,32,false,false,false,false,29,26789609000185,VOLTA REDONDA,999554634,27255560,Monte Castelo,Trezentos E Trinta E Quatro,54,-22.521656,-44.091988,10:00:00 - 23:59:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,00:00:00 - 02:00:00
Maria Açaí - Sider Shopping,RESTAURANT,Açaí,2.68,4.6,31,true,false,false,true,20,41885004000181,VOLTA REDONDA,981494116,27260315,Vila Santa Cecília,Rua Bras Magaldi Fernandes,300,-22.516752,-44.106563,10:00:00 - 20:30:00,10:00:00 - 20:30:00,10:00:00 - 20:30:00,10:00:00 - 20:30:00,10:00:00 - 20:30:00,10:00:00 - 20:30:00,13:00:00 - 19:30:00
Restaurante Frango Do Chef,RESTAURANT,Comida Brasileira,2.74,4.5,31,false,false,false,false,10,10870167000167,VOLTA REDONDA,33421181,27262012,Conforto,Rua Nossa Senhora Da Conceição,92,-22.523388,-44.118672,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00
10 Pasteis - Volta Redonda,RESTAURANT,Pastel,2.68,4.6,24,true,false,false,true,20,44534693000178,VOLTA REDONDA,Sem Número,27260315,Vila Santa Cecília,Rua Brás Magaldi Fernandes,300,-22.516752,-44.106563,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00
Sonhos Contrigo,RESTAURANT,Doces & Bolos,0.52,4.4,46,false,false,false,false,18,30182907000180,VOLTA REDONDA,40032665,27275550,Jardim Cidade Do Aço,Rua Miguel Pereira,8,-22.502374,-44.12083,14:00:00 - 21:00:00,14:00:00 - 21:00:00,14:00:00 - 21:00:00,14:00:00 - 21:00:00,14:00:00 - 21:00:00,14:00:00 - 21:00:00,14:00:00 - 21:00:00
Doce Vida( Doces E Açaí),RESTAURANT,Doces & Bolos,2.05,4.6,36,false,false,true,false,10,23105028000199,VOLTA REDONDA,40032665,27281430,Bom Jesus,Avenida Treze De Maio,383,-22.496353,-44.104899,,12:15:00 - 18:00:00,12:15:00 - 18:00:00,12:15:00 - 18:00:00,12:15:00 - 18:00:00,12:15:00 - 18:00:00,12:15:00 - 18:00:00
Paganini Presentes,RESTAURANT,Açaí,0.15,4.2,9,false,false,false,false,30,27427241000178,VOLTA REDONDA,992506055,27277330,Retiro,Av António De Almeida,1250,-22.500301,-44.123725,13:45:00 - 21:00:00,13:45:00 - 21:00:00,13:45:00 - 21:00:00,13:45:00 - 21:00:00,13:45:00 - 21:00:00,14:45:00 - 20:30:00,14:45:00 - 20:30:00
Glamour Gourmet,RESTAURANT,Comida Brasileira,3.01,4.3,17,false,false,false,false,19,32956006000123,VOLTA REDONDA,999527293,27265515,Conforto,Duzentos E Seis,28,-22.526156,-44.128674,,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00
Padaria Lala Funcional,RESTAURANT,Comida Saudável,3.23,5.0,12,true,false,false,true,20,40075081000103,VOLTA REDONDA,40032665,27215630,Aterrado,Avenida Lucas Evangelista De Oliveira Franco,602,-22.506057,-44.09404,09:00:00 - 20:30:00,09:00:00 - 20:30:00,09:00:00 - 20:30:00,09:00:00 - 20:30:00,09:00:00 - 20:30:00,09:00:00 - 20:30:00,09:00:00 - 13:00:00
Sodiê Doces - Volta Redonda Sta Cecíclia,RESTAURANT,Doces & Bolos,3.31,4.5,25,true,false,false,true,10,19936051000239,VOLTA REDONDA,32114314,27261310,Vila Santa Cecília,Rua Trinta E Três,121,-22.521352,-44.102862,10:30:00 - 18:15:00,10:30:00 - 18:15:00,10:30:00 - 18:15:00,10:30:00 - 18:15:00,10:30:00 - 18:15:00,10:30:00 - 17:00:00,
Pasta A Mano - Cozinha Autoral,RESTAURANT,Comida Brasileira,3.08,4.8,30,true,false,false,true,20,41220579000185,VOLTA REDONDA,Sem Número,27260250,Vila Santa Cecília,Rua Vinte E Sete,54,-22.521086,-44.106027,,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 16:00:00
Amora´s Confeitaria,RESTAURANT,Doces & Bolos,1.46,5.0,37,true,false,false,true,20,30841156000166,VOLTA REDONDA,40032665,27275250,Retiro,Avenida Comércio,61,-22.502633,-44.110877,13:45:00 - 23:59:00,13:15:00 - 23:59:00,14:00:00 - 23:59:00,14:30:00 - 23:59:00,12:15:00 - 23:59:00,12:15:00 - 23:59:00,12:15:00 - 23:59:00
Grandú Chocolateria,RESTAURANT,Doces & Bolos,2.95,4.8,12,true,false,false,true,20,36653879000118,VOLTA REDONDA,988558272,27260070,Vila Santa Cecília,Rua Vinte E Sete,32,-22.519874,-44.106497,12:30:00 - 19:00:00,12:30:00 - 19:00:00,12:30:00 - 19:00:00,12:30:00 - 19:00:00,12:30:00 - 19:00:00,10:00:00 - 18:00:00,
Finamassa Restaurante,RESTAURANT,Comida Brasileira,6.56,4.8,86,false,false,false,false,20,18826466000106,BARRA MANSA,33236040,27323240,Ano Bom,Avenida Tenente José Eduardo,20,-22.541104,-44.169703,10:30:00 - 14:30:00,18:00:00 - 21:30:00,10:30:00 - 14:30:00,18:00:00 - 21:30:00,10:30:00 - 14:45:00,10:45:00 - 14:45:00,
Parrilla,RESTAURANT,Carnes,2.91,4.1,9,false,false,false,false,50,31499873000114,VOLTA REDONDA,998665777,27262305,Bela Vista,Rua Dezenove-a,252,-22.521271,-44.109083,,11:30:00 - 15:00:00,11:30:00 - 15:00:00,11:30:00 - 15:00:00,11:30:00 - 15:00:00,11:30:00 - 15:00:00,11:30:00 - 15:00:00
Churras Grill,RESTAURANT,Carnes,4.12,4.6,28,false,false,false,false,15,35731923000106,VOLTA REDONDA,999275299,27256711,Sessenta,Rua Sessenta,1170,-22.524034,-44.09468,,08:00:00 - 15:00:00,08:00:00 - 15:00:00,08:00:00 - 15:00:00,08:00:00 - 15:00:00,08:00:00 - 15:00:00,08:00:00 - 15:00:00
Açaizeira Vr,RESTAURANT,Açaí,1.94,5.0,12,true,false,false,true,20,13069800000100,VOLTA REDONDA,40032665,27281320,Bom Jesus,Rua Cabo Verde,17,-22.497304,-44.105816,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,14:00:00 - 20:00:00
Restaurante R3,RESTAURANT,Comida Brasileira,3.45,4.4,20,false,false,false,false,0,37130062000128,VOLTA REDONDA,999450139,27213200,Aterrado,Av. Dezessete De Julho,230,-22.50709,-44.092169,10:45:00 - 15:00:00,10:45:00 - 15:00:00,10:45:00 - 15:00:00,10:45:00 - 15:00:00,10:45:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Jin Jin Sider Shopping,RESTAURANT,Comida Japonesa,2.68,4.4,79,true,false,false,true,20,30914927000289,VOLTA REDONDA,40030053,27260315,Vila Santa Cecilia,Rua Doze,300,-22.516675,-44.106445,10:45:00 - 21:45:00,10:45:00 - 21:45:00,10:45:00 - 21:45:00,10:45:00 - 21:45:00,10:45:00 - 21:45:00,10:45:00 - 21:45:00,10:45:00 - 21:15:00
Doceria Doces Angel,RESTAURANT,Doces & Bolos,3.9,4.6,36,true,false,false,true,20,37212962000114,VOLTA REDONDA,33467378,27285660,Barreira Cravo,Rua Dois,101,-22.494602,-44.086988,13:00:00 - 23:15:00,13:00:00 - 23:15:00,13:00:00 - 23:15:00,13:00:00 - 23:15:00,13:00:00 - 23:15:00,13:00:00 - 23:15:00,10:00:00 - 23:15:00
Vovó Delícia Por Relicário Bistrô,RESTAURANT,Comida Brasileira,2.87,4.7,4,false,false,false,false,25,21095293000108,VOLTA REDONDA,30756998,27260070,Vila Santa Cecilia,Rua Vinte E Três B,57,-22.518885,-44.106395,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 16:30:00
La Taberna,RESTAURANT,Mercado,4.54,4.8,20,false,false,true,false,20,28618941000102,VOLTA REDONDA,981698127,27211400,Santo Agostinho,Rua José Ramos De Macedo,480,-22.488182,-44.082105,14:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 23:59:00,00:00:00 - 03:45:00,00:00:00 - 03:45:00
Griletto - Sider Shopping,RESTAURANT,Comida Brasileira,2.68,4.0,26,true,false,false,true,20,30914927000289,VOLTA REDONDA,981898613,27260315,Vila Santa Cecília,Rua Doze,300,-22.516675,-44.106445,11:00:00 - 21:30:00,11:00:00 - 21:30:00,11:00:00 - 21:30:00,11:00:00 - 21:30:00,11:00:00 - 21:30:00,11:00:00 - 21:30:00,11:00:00 - 21:30:00
Meu Amor É Doce!,RESTAURANT,Doces & Bolos,3.73,5.0,29,false,false,false,false,15,41090124000192,VOLTA REDONDA,40032665,27255430,Vila Santa Cecília,Avenida Lions Club,1131,-22.522913,-44.098834,10:00:00 - 23:30:00,10:00:00 - 23:30:00,10:00:00 - 23:30:00,10:00:00 - 23:30:00,10:00:00 - 23:30:00,09:00:00 - 23:30:00,09:00:00 - 23:30:00
Fabrica Dy Delicias,RESTAURANT,Comida Brasileira,4.72,3.6,33,false,false,false,false,14,35243822000188,VOLTA REDONDA,988153349,27212280,Vila Americana,Rua Argentina,456,-22.507146,-44.079498,10:00:00 - 17:00:00,10:00:00 - 15:00:00,10:00:00 - 15:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 18:00:00,10:00:00 - 16:00:00
Tut Refeições,RESTAURANT,Comida Brasileira,2.41,4.4,7,false,false,false,false,20,40096437000195,VOLTA REDONDA,998781984,27274200,Siderlândia,Rua Oito,10,-22.51895,-44.13454,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:00:00,
D'marie,RESTAURANT,Comida Saudável,5.39,4.7,9,true,false,false,true,20,30748538000140,VOLTA REDONDA,981115158,27253005,São Geraldo,Rodovia Dos Metalúrgicos,1189,-22.522102,-44.078349,10:15:00 - 21:30:00,10:15:00 - 21:30:00,10:15:00 - 21:30:00,10:15:00 - 21:30:00,10:15:00 - 21:30:00,10:15:00 - 21:30:00,10:15:00 - 21:30:00
Sabor Mineiro Restaurante E Choperia,RESTAURANT,Comida Brasileira,0.22,4.8,21,false,false,false,false,20,43728043000109,VOLTA REDONDA,40032665,27277330,Retiro,Avenida Antônio De Almeida,1144,-22.500215,-44.122704,11:00:00 - 12:00:00,10:45:00 - 11:45:00,10:30:00 - 15:00:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 20:30:00,10:30:00 - 19:30:00
Restaurante Chambely,RESTAURANT,Comida Brasileira,6.92,4.8,21,false,false,false,false,14,01850503000119,BARRA MANSA,30288458,27330041,Centro,Avenida Joaquim Leite,239,-22.54549,-44.169832,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,10:45:00 - 15:00:00,11:00:00 - 15:00:00,
Adoça Doces,RESTAURANT,Doces & Bolos,6.3,4.8,15,true,false,false,true,10,41099616000149,BARRA MANSA,992007337,7321330,Vila Coringa,Rua Sao Joaquim,50,-22.5273,-44.177904,09:30:00 - 23:30:00,09:30:00 - 23:30:00,09:30:00 - 23:15:00,09:00:00 - 23:15:00,09:30:00 - 23:30:00,09:00:00 - 22:30:00,09:30:00 - 23:00:00
Abatedouro Guedes,RESTAURANT,Carnes,6.96,4.7,22,true,false,false,true,10,28686186000101,BARRA MANSA,33233490,27310070,Centro,Rua Duque De Caxias,216,-22.543428,-44.17268,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 18:00:00,09:00:00 - 13:00:00
Bendito Brownie,RESTAURANT,Doces & Bolos,1.34,4.8,5,false,false,true,false,13,33991344000169,VOLTA REDONDA,40032665,27275230,Retiro,Avenida Nove De Julho,177,-22.501914,-44.111931,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,11:00:00 - 18:00:00
Sobremesas Do Méqui (Vre),RESTAURANT,Sorvetes,2.66,4.7,19,true,false,false,true,20,02922293000270,VOLTA REDONDA,40030053,27260015,Vila Santa Cecilia,Rua 14,500,-22.517952,-44.108398,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,10:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
Nature Fit Congelados,RESTAURANT,Cozinha Rápida,3.86,4.8,5,false,false,false,false,15,26991411000180,VOLTA REDONDA,30712719,27253310,Sao Joao,Praça Marechal Rondon,0,-22.517983,-44.092988,10:15:00 - 17:15:00,10:15:00 - 17:15:00,10:15:00 - 15:00:00,10:15:00 - 15:00:00,10:15:00 - 15:00:00,10:15:00 - 15:15:00,
Doceria Da Lu,RESTAURANT,Doces & Bolos,6.08,4.5,20,true,false,false,true,20,27639735000116,VOLTA REDONDA,998764066,27250200,ÁGua Limpa,Rua Rio Piabanha,212,-22.506677,-44.066032,,09:00:00 - 18:00:00,09:00:00 - 18:00:00,10:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 16:00:00,09:00:00 - 16:00:00
Cozinha Brasil,RESTAURANT,Comida Brasileira,4.29,5.0,2,false,true,false,false,18,42598238000100,VOLTA REDONDA,30279341,27253550,São Geraldo,Rua General Andrade Neves,175,-22.515479,-44.086758,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Da Costa Restaurante E Choperia,RESTAURANT,Comida Brasileira,2,4.8,14,true,false,false,true,20,32680309000166,VOLTA REDONDA,Sem Número,27281510,Vila Mury,Avenida Presbiteriana,710,-22.498356,-44.105222,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,,
Bebidas Express,RESTAURANT,Bebidas,2.9,4.8,27,false,false,false,false,25,31618871000105,VOLTA REDONDA,999166621,27263320,Conforto,Rua Duzentos E Trinta,225,-22.525457,-44.125267,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00,00:00:00 - 23:59:00
Milkshake E Companhia 2,RESTAURANT,Lanches,3.21,5.0,4,false,false,false,false,15,15833006000117,VOLTA REDONDA,33438386,27267150,Duzentos E Quarenta E Nove,Av Manchester,1051,-22.527273,-44.132662,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,13:30:00 - 23:00:00
Restaurante Espaço Gospel,RESTAURANT,Comida Brasileira,3.25,5.0,7,false,false,false,false,11,21379608000149,VOLTA REDONDA,999527800,27255015,Laranjal,Rua Da Assembléia De Deus,199,-22.514043,-44.097255,11:00:00 - 14:30:00,11:00:00 - 23:00:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 15:00:00,11:00:00 - 14:30:00,11:00:00 - 13:00:00
Rejane Confeitaria Artistica,RESTAURANT,Doces & Bolos,2.8,4.9,24,true,false,false,true,20,42342398000194,VOLTA REDONDA,40032665,27273520,Siderlândia,Rua Cantagalo,134,-22.521541,-44.137343,12:00:00 - 23:00:00,13:30:00 - 23:00:00,11:00:00 - 23:00:00,11:30:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 15:00:00,12:00:00 - 23:00:00
Aroma Dos Graos,RESTAURANT,Comida Saudável,3.34,5.0,7,true,true,false,true,20,41869319000135,VOLTA REDONDA,Sem Número,27215090,Aterrado,Rua Neme Felipe,35,-22.511353,-44.094811,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 12:30:00,
Butique Das Flores,RESTAURANT,Cafeteria,3.75,5.0,8,true,false,false,true,20,24089413000152,VOLTA REDONDA,40032665,27253360,Centro,Rua São João,257,-22.514741,-44.092132,09:00:00 - 18:00:00,09:00:00 - 18:15:00,09:00:00 - 18:30:00,09:00:00 - 18:30:00,09:00:00 - 18:30:00,09:00:00 - 18:00:00,10:00:00 - 15:00:00
Restaurante Bequinho Mineiro,RESTAURANT,Comida Brasileira,1.73,4.9,8,false,true,false,false,15,45756085000170,VOLTA REDONDA,981153512,27281421,Retiro,Avenida Sávio Cota De Almeida Gama,1970,-22.499007,-44.107806,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00
Delicias Na Panela,RESTAURANT,Comida Brasileira,4.33,4.4,11,false,false,false,false,15,44447485000131,BARRA MANSA,998521906,27333370,Recanto Do Sol,Rua Dois,115,-22.5379,-44.130851,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 23:30:00,10:30:00 - 17:30:00
Se Anime Com Açaí,RESTAURANT,Açaí,1.74,4.6,11,false,false,false,false,10,45885277000187,VOLTA REDONDA,993353998,27274352,Belmonte,Avenida Julio Caruso,1250,-22.51392,-44.130778,14:00:00 - 21:00:00,18:15:00 - 21:00:00,13:00:00 - 21:00:00,11:00:00 - 21:00:00,11:00:00 - 21:00:00,11:00:00 - 20:45:00,11:00:00 - 15:30:00
Floripes Ateliê De Sabores,RESTAURANT,Doces & Bolos,5.24,4.8,6,true,false,false,true,20,26416380000133,VOLTA REDONDA,999862295,27210500,Santo Agostinho,Rua Porto Alegre,238,-22.487372,-44.075313,13:30:00 - 17:45:00,10:00:00 - 17:45:00,10:00:00 - 17:45:00,10:00:00 - 17:45:00,10:00:00 - 17:45:00,,
Salgadou,RESTAURANT,Salgados,2.76,4.8,46,false,false,false,false,32,45623849000150,VOLTA REDONDA,998714657,27262460,Rústico,Rua Oitenta E Dois,481,-22.521253,-44.111915,,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00
Doce Happy Hour,RESTAURANT,Doces & Bolos,6.74,5.0,5,true,false,false,true,20,45795328000180,BARRA MANSA,40032665,27321440,Vila Coringa,Rua Biajone,1342,-22.53304,-44.179038,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
